Name,Tagline,Phone,Profile Link,Email,Website,Address,City,Postcode,Tier,NAICS Info,Social Media Links
ESIG LLC,Tier 1 Local Emerging Small Business,,,info@eshomesolutions.com,https://eshomesolutions.com,3502 Rio Robles Dr. Unit D,North Las Vegas,89030,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '531190', 'Description': 'Lessors of Other Real Estate Property', 'Capability': 'We provide both commercial and residential real estate services such as housing providers, relocation services, temporary housing, listing, leasing, selling, renovation, and property management'}]",[]
ESI Analytics LTD.,Tier 1 Local Emerging Small Business,,,,https://ajslegalnv.com,"2920 N Green Valley Pkwy, Bldg 5, Suite 524",Henderson,89014,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541110', 'Description': 'Full Service Law Firm', 'Capability': 'Offices of Lawyers'}]",[]
"Logistical Solutions, LLC",Tier 2 Local Emerging Small Business,,,ap@losonow.com,https://www.losonow.com,"4780 W Ann Rd., #5-237",North Las Vegas,89031,Tier 2 Local Emerging Small Business,"[{'NAICS Code': '541620', 'Description': 'Environmental Consulting Services', 'Capability': ''}]",[]
Elaphos Environmental LLC,Tier 1 Local Emerging Small Business,,,mokhayesh@elaphosenv.com,https://www.elaphosenv.com,"1575 W Warm Springs Rd, 211",Henderson,89014,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541990', 'Description': 'All other Professional, scientific, technical services', 'Capability': 'Biological and environmental consulting'}]",[]
"Lovingly Behavioral Wellness, LLC",Tier 1 Local Emerging Small Business,,,,https://lovinglybehavioralwellness.com/,4929 Lazy Day Court,Las Vegas,89131,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '621330', 'Description': 'Offices of Mental Health Practitioners (except Physicians)', 'Capability': 'ABA Provider'}]",[]
S&R Valvo Consulting LLC,Tier 1 Local Emerging Small Business,,,russell@valvoconsulting.com,https://valvoconsulting.com,10211 Danskin Drive,Las Vegas,89166,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541611', 'Description': 'Administrative Management and General Management Consulting Services', 'Capability': ''}]",[]
Eympowrd ::C,Tier 1 Local Emerging Small Business,,,eympowrd@gmail.com,,1810 E SAHARA AVE STE 212 #2755,Las Vegas,89104,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541611', 'Description': 'Management', 'Capability': 'Management'}]",[]
"CriticalTilt, Inc.",Tier 1 Local Emerging Small Business,,,hello@criticaltilt.com,https://www.criticaltilt.com,"871 Coronado Center Dr., Ste 200",Henderson,89052,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '518210', 'Description': 'Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services', 'Capability': 'AWS, Nutanix, VMware, Cisco, Arista, Juniper, Dell, HPE, Splunk, Dynatrace, Dragos, NetApp,, others'}]",[]
Chill Rite Inc.,Tier 2 Local Emerging Small Business,,,marie@chillrite.com,https://www.chillrite.com,6295 McLeod Dr Ste 1,Las Vegas,89120,Tier 2 Local Emerging Small Business,"[{'NAICS Code': '238220', 'Description': 'Plumbing, Heating, and Air-Conditioning Contractors', 'Capability': ''}]",[]
ZYN CITY MANAGEMENT LLC,Tier 1 Local Emerging Small Business,,,zyncitymanagement@gmail.com,,2598 MIZZONI CIRCLE,HENDERSON,89052,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561499', 'Description': 'All Other Business Support Services', 'Capability': ''}]",[]
Golden Medina Services LLC,Tier 1 Local Emerging Small Business,,,,https://thegoldenmedina.com,3776 Howard Hughes Pkwy,Las Vegas,89169,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541613', 'Description': 'Marketing Consulting Services', 'Capability': 'Social Media Marketing Strategy & Implementation'}]",[]
Sunrise Suds LLC,Tier 1 Local Emerging Small Business,,,,,460 MEADOW GLEN DR,Fallon,89406,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '811121', 'Description': 'Automotive Body, Paint, and Interior Repair and Maintenance', 'Capability': ''}]",[]
Saatvik Advisors,Tier 1 Local Emerging Small Business,,,,https://www.saatvikadvisors.com,1420 E Cougar Street,Silver Springs,89429,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541611', 'Description': 'Administrative Management and General Management Consulting Services', 'Capability': 'Federally mandated IPv6 certification for manufactures of internet-enabled equipment.  Federally mandated CMMC assessment'}]",[]
Her Secret Vault,Tier 1 Local Emerging Small Business,,,patrice@hersecretvault.net,https://www.hersecretvault.net,6543 S Las Vegas Blvd.,Las Vegas,89119,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '611430', 'Description': 'Professional and Management Development Training', 'Capability': 'Small Business Training'}]",[]
Tamar M Austin,Tier 1 Local Emerging Small Business,,,tamar.m.austin@gmail.com,,45 Maleena mesa st apt 1818 apt 1818,henderson,89074,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '813410', 'Description': 'Civic and Social Organization', 'Capability': ''}]",[]
Remarkable Cleaning LLc,Tier 1 Local Emerging Small Business,,,rc15@remarkablecleaning.org,,2675 S Nellis Blvd #2017,Las Vegas,89121,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561720', 'Description': 'Janitorial Services', 'Capability': 'Maintenance , janitorial services and cleaning'}]",[]
IVINTAGE SOLUTIONS INC,Tier 1 Local Emerging Small Business,,,anil@ivintagesolutions.com,https://www.ivintagesolutions.com,2654 W HORIZON RIDGE PKWY STEB5 PM,HENDERSON,89052,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541512', 'Description': 'Computer Systems Design Services', 'Capability': 'IT development, consulting and staffing'}]",[]
Sleds LLC,Tier 1 Local Emerging Small Business,,,solarledstrips@gmail.com,https://www.solarledsafety.com/,"7580 Las Vegas Blvd S, #115",Las Vegas,89123,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '339113', 'Description': 'Personal safety devices, not specified elsewhere, manufacturing', 'Capability': ''}]",[]
"AIRIX ARMOR, LLC",Tier 1 Local Emerging Small Business,,,info@airixarmor.com,https://airixarmor.com,"401 Ryland Street, Suite 200A",Reno,89502,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '454110', 'Description': 'Electronic Shopping and Mail Order', 'Capability': 'Wholesale/Retail/Consulting/Manufacturing/E-Commerce/Product Development/Analytics/Government/PublicPolicy/NationalDefense/SecurityProducts/OutdoorsProducts/MedicalProducts'}]",[]
JOHN M HARRIS III A GRADE NEVADA,Tier 1 Local Emerging Small Business,,,solutions@agradenevada.com,https://www.AGradeNevada.com,7498 Crystal Clear Ave,Las Vegas,89113,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561710', 'Description': 'Exterminating and Pest Control Services', 'Capability': 'Pest control (except agricultural, forestry) services'}]",[]
Jerry Pewett,Tier 1 Local Emerging Small Business,,,Demorecycle1@gmail.com,https://5fec61a273bdc.site123.me/,544 parkson rd,Henderson,89011,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '423930', 'Description': 'Recyclable Material Merchant Wholesalers', 'Capability': 'Recycling - Metal scrap and waste merchant  wholesalers recycling'}]",[]
R and C Products & Services LLC,Tier 1 Local Emerging Small Business,,,,,7631 Plunging Falls Dr,Las vegas,89131,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '423450', 'Description': 'Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers', 'Capability': 'Admin/supply with DOD (Lewis/McChord)'}]",[]
Apex Janitorial LLC,Tier 1 Local Emerging Small Business,,,ApexjanitorialNV@gmail.com,,530 MELARKEY ST STE 206,WINNEMUCCA,89445-3168,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561720', 'Description': 'Janitorial services', 'Capability': 'Homes, Commercial Businesses, Building cleaning services, interior, Bathrooms, Kitchens, Offices, Etc'}]",[]
Milligan Construction Group LLC,Tier 1 Local Emerging Small Business,,,cody@milliganconstructiongroup.com,https://www.milliganconstructiongroup.com,9613 Monarch Grove Street,Las Vegas,89139,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '238320', 'Description': 'Painting and Wall Covering Contractors', 'Capability': ''}]",[]
Caryem Painting LLC,Tier 1 Local Emerging Small Business,,,caryempaintingllc@gmail.com,,3651 Descanso St,Las Vegas,89121,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '238320', 'Description': 'Painting and Wall Covering Contractor', 'Capability': 'Painting interior and exterior Residential and Commercial'}]",[]
"PCNA Consulting Group, Inc.",Tier 2 Local Emerging Small Business,,,michael@pcnagroup.com,https://www.pcnagroup.com,"8945 W. Russell Rd, Ste 320",Las Vegas,89148,Tier 2 Local Emerging Small Business,"[{'NAICS Code': '541330', 'Description': 'Engineering Services', 'Capability': 'Fire Protection Engineering'}]",[]
Mountaintop Vents LLC,Tier 1 Local Emerging Small Business,,,mike@mountaintopvents.org,https://www.mountaintopvents.org,31 Chinook Cir,Carson City,89701,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561790', 'Description': 'Duct Cleaning Services', 'Capability': 'Air Duct Cleaning'}]",[]
"CognoCorp, Inc",Tier 1 Local Emerging Small Business,,,getangela@hotmail.com,,3773 Lone Mesa Drive,Las Vegas,89147,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '459410', 'Description': 'Office Supplies and Stationery Retailers', 'Capability': ''}]",[]
OnePercent Solutions LLC,Tier 1 Local Emerging Small Business,,,mike@onepercentsolutions.com,,10151 Mollard Ave.,Las Vegas,89178,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541611', 'Description': 'Administrative Management and General Management Consulting Services', 'Capability': ''}]",[]
T4 Construction LLC,Tier 2 Local Emerging Small Business,,,,https://www.t4constructioncompany.com,6375 South Pecos Suite 112,LAS VEGAS,89120,Tier 2 Local Emerging Small Business,"[{'NAICS Code': '236220', 'Description': 'Commercial and Institutional Building Construction', 'Capability': 'Tenant Improvement/Remodel/Grey Shell build out'}]",[]
"Neon Compass Maps, LLC",Tier 1 Local Emerging Small Business,,,maps@neoncompasslv.com,https://neoncompasslv.com,634 Apollo Ave,Henderson,89002,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541370', 'Description': 'Surveying and Mapping (except Geophysical) Services', 'Capability': 'Business Marketing Mapping'}]",[]
Garcia Lawn Service Inc,Tier 1 Local Emerging Small Business,,,office@garcialandscaping.net,https://www.garcialandscaping.net,1527 West Bonanza Road,Las Vegas,89106,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561730', 'Description': 'Landscaping Services', 'Capability': 'landscaping'}]",[]
Tampa Bay Food Trucks,Food and catering services in Tampa,813-802-9119,,,https://www.sbdpro.com/business/tampa-bay-food-trucks,,,,,[],[]
5 Borough Limo Service & Party Bus Rental,Has some of the nicest and newest party busses and limos anywhere in NYC,(347) 309-5568,,,https://www.sbdpro.com/business/5-borough-limo-service-party-bus-rental,,,,,[],[]
Real Deal Casino Parties,You deserve a Real Deal!,(407) 777-0369,,,https://www.sbdpro.com/business/real-deal-casino-parties,,,,,[],[]
Limelight Projection Mapping 3D Content and Immersive Experience Studios - Bay Area,Event Services,(415) 515-6461,,,https://www.sbdpro.com/business/limelight-projection-mapping-3d-content-and-immersive-experience-studios-bay-area,,,,,[],[]
Legacy Renewal Properties LLC,Tier 1 Local Emerging Small Business,,,REGGIE.BROWN@WAFFLESCAFE.VEGAS,https://www.WafflesCafe.Vegas,6112 Mott Smith St,North Las Vegas,89081,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '722513', 'Description': 'Family restaurants/Limited Service', 'Capability': 'Preparing and serving food and beverage for customers who are dining inside the restaurant, taking out orders or having their ordered delived.'}]",[]
"Logo Fusion U.S.A, Inc.",Tier 1 Local Emerging Small Business,,,,https://logoufusionusa.com,7084 Spring Beauty Avenue,Las Vegas,89131,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541890', 'Description': 'Other Services Related to Advertising', 'Capability': 'Advertising Specialty'}]",[]
"BRAND Architecture, LLP",tier_one,,,,https://www.brand-archlv.com,9661 Bella Citta St,Las Vegas,89178,tier_one,"[{'NAICS Code': '541310', 'Description': 'Architectural Services', 'Capability': 'Building architectural design services'}]",[]
"Larnell Alan Enterprises, LLC",Tier 1 Local Emerging Small Business,,,info@larnellalan.com,https://onewellbyla.com,"9005 W SAHARA AVE,",Las Vegas,89117,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '812331', 'Description': 'Linen Supply', 'Capability': '9 million per month'}]",[]
Pilot Consulting,Tier 1 Local Emerging Small Business,,,fpilot@pilot.consulting,,1108 Lahontan Drive,Carson City,89701,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541611', 'Description': 'Administrative Management and General Management Consulting Services', 'Capability': ''}]",[]
"Bite Rite, Inc",Tier 1 Local Emerging Small Business,,,info@smartchoiceslv.com,https://www.smartchoiceslv.com,900 S. Valley View Blvd  Suite 195,Las Vegas,89107,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '621420', 'Description': 'Outpatient Mental Health & Substance Abuse', 'Capability': 'Court Mandated Education & Substance Abuse TX'}]",[]
S&R Valvo Consulting LLC,Tier 1 Local Emerging Small Business,N/A,,russell@valvoconsulting.com,https://valvoconsulting.com,10211 Danskin Drive,Las Vegas,89166,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541611', 'Description': 'Administrative Management and General Management Consulting Services', 'Capability': ''}]",[]
"American Project Management, LLC",Tier 1 Local Emerging Small Business,N/A,,N/A,https://www.apmlasvegas.com,"923 Serena Veneda Lane Las Vegas, NV 89138",N/A,N/A,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541990', 'Description': 'All Other Professional Scientific & Technical Services', 'Capability': 'Scheduling Consulting'}]",[]
Moody’s Auto Glass LLC,Tier 1 Local Emerging Small Business,N/A,,N/A,N/A,7625 Moore Creek ln,North Las Vegas,89084,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '811111', 'Description': 'General Automotive Repair', 'Capability': 'Mobile automotive and truck repair services'}]",[]
Distinctive Contractors LLC,Tier 1 Local Emerging Small Business,N/A,,admin@distinctivecontractor.com,https://distinctivecontractorsllc.com,6787 W Tropicana Ave #271,Las Vegas,89103,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '236115', 'Description': 'Residential construction, single-family, general contractors', 'Capability': ''}]",[]
"Thomas Bates, LLC",Tier 1 Local Emerging Small Business,N/A,,thomasbatesllc@gmail.com,https://n/a,9302 Mayfair Way,Reno,89521,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541310', 'Description': 'Architectural Services', 'Capability': 'Designing AV, telecom, security, and lighting systems for various projects including hospitality, corporate offices, museums, and retail spaces'}]",[]
RSD Nevada LLC,Tier 1 Local Emerging Small Business,N/A,,readysetdisinfect@outlook.com,https://www.readysetdisinfect.com,304 S Jones Blvd #3249,Las Vegas,89107,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561720', 'Description': 'Disinfecting Services', 'Capability': 'From Small to Large Buildings'}]",[]
